Features,Importance
mileage_num,0.527857840589883
engine_displacement_num,0.12218220249978144
year_num,0.006103107637876642
motor,0.0040673973939421015
make,0.0
transmission,0.0
title_status,0.0
model,0.0
condition,-0.00019595906878442927
